geohash,lat,lon,city,district
17.6-100.7,17.6,100.7,Uttaradit,Nam Pat
17.7-100.7,17.7,100.7,Uttaradit,Nam Pat
17.8-100.7,17.8,100.7,Uttaradit,Nam Pat
17.9-100.7,17.9,100.7,Uttaradit,Tha Pla
18.0-100.7,18.0,100.7,Uttaradit,Tha Pla
18.1-100.7,18.1,100.7,Nan,Na Muen
18.2-100.7,18.2,100.7,Nan,Na Noi
18.3-100.7,18.3,100.7,Nan,Na Noi
18.4-100.7,18.4,100.7,Nan,Na Noi
18.5-100.7,18.5,100.7,Nan,Wiang Sa
18.6-100.7,18.6,100.7,Nan,Wiang Sa
18.7-100.7,18.7,100.7,Nan,Mueang Nan
18.8-100.7,18.8,100.7,Nan,Mueang Nan
18.9-100.7,18.9,100.7,Nan,Mueang Nan
19.0-100.7,19.0,100.7,Nan,Mueang Nan
19.1-100.7,19.1,100.7,Nan,Tha Wang Pha
19.2-100.7,19.2,100.7,Nan,Tha Wang Pha
19.3-100.7,19.3,100.7,Nan,Song Khwae
19.4-100.7,19.4,100.7,Nan,Song Khwae
19.5-100.7,19.5,100.7,Nan,Song Khwae
6.5-100.8,6.5,100.8,Songkhla,Saba Yoi
6.6-100.8,6.6,100.8,Songkhla,Saba Yoi
6.7-100.8,6.7,100.8,Songkhla,Na Thawi
6.8-100.8,6.8,100.8,Songkhla,Chana
6.9-100.8,6.9,100.8,Songkhla,Chana
12.7-100.8,12.7,100.8,Chon Buri,Sattahip
13.5-100.8,13.5,100.8,Samut Prakan,Bang Bo
13.6-100.8,13.6,100.8,Samut Prakan,Bang Sao Thong
13.7-100.8,13.7,100.8,Samut Prakan,Bang Sao Thong
13.8-100.8,13.8,100.8,Bangkok,Nong Chok
13.9-100.8,13.9,100.8,Bangkok,Nong Chok
14.0-100.8,14.0,100.8,Pathum Thani,Lam Luk Ka
14.1-100.8,14.1,100.8,Pathum Thani,Nong Suea
14.2-100.8,14.2,100.8,Pathum Thani,Nong Suea
14.3-100.8,14.3,100.8,Phra Nakhon Si Ayutthaya,Wang Noi
14.4-100.8,14.4,100.8,Saraburi,Nong Khae
14.5-100.8,14.5,100.8,Saraburi,Nong Saeng
14.6-100.8,14.6,100.8,Saraburi,Ban Mo
14.7-100.8,14.7,100.8,Saraburi,Phra Phutthabat
14.8-100.8,14.8,100.8,Lop Buri,Mueang Lop Buri
14.9-100.8,14.9,100.8,Lop Buri,Mueang Lop Buri
15.0-100.8,15.0,100.8,Lop Buri,Khok Samrong
15.1-100.8,15.1,100.8,Lop Buri,Khok Samrong
15.2-100.8,15.2,100.8,Lop Buri,Sa Bot
15.3-100.8,15.3,100.8,Lop Buri,Nong Muang
15.4-100.8,15.4,100.8,Lop Buri,Khok Charoen
15.5-100.8,15.5,100.8,Lop Buri,Khok Charoen
15.6-100.8,15.6,100.8,Nakhon Sawan,Phaisali
15.7-100.8,15.7,100.8,Nakhon Sawan,Phaisali
15.8-100.8,15.8,100.8,Nakhon Sawan,Nong Bua
15.9-100.8,15.9,100.8,Phetchabun,Bueng Sam Phan
16.0-100.8,16.0,100.8,Phetchabun,Chon Daen
16.1-100.8,16.1,100.8,Phetchabun,Chon Daen
16.2-100.8,16.2,100.8,Phetchabun,Chon Daen
16.3-100.8,16.3,100.8,Phetchabun,Wang Pong
16.4-100.8,16.4,100.8,Phetchabun,Wang Pong
16.5-100.8,16.5,100.8,Phitsanulok,Noen Maprang
16.6-100.8,16.6,100.8,Phitsanulok,Noen Maprang
16.7-100.8,16.7,100.8,Phitsanulok,Noen Maprang
16.8-100.8,16.8,100.8,Phitsanulok,Wang Thong
16.9-100.8,16.9,100.8,Phitsanulok,Nakhon Thai
17.0-100.8,17.0,100.8,Phitsanulok,Nakhon Thai
17.1-100.8,17.1,100.8,Phitsanulok,Nakhon Thai
17.2-100.8,17.2,100.8,Phitsanulok,Nakhon Thai
17.3-100.8,17.3,100.8,Phitsanulok,Nakhon Thai
17.4-100.8,17.4,100.8,Phitsanulok,Chat Trakan
17.5-100.8,17.5,100.8,Phitsanulok,Chat Trakan
17.6-100.8,17.6,100.8,Phitsanulok,Chat Trakan
17.7-100.8,17.7,100.8,Uttaradit,Nam Pat
17.8-100.8,17.8,100.8,Uttaradit,Nam Pat
17.9-100.8,17.9,100.8,Uttaradit,Fak Tha
18.0-100.8,18.0,100.8,Uttaradit,Fak Tha
18.1-100.8,18.1,100.8,Nan,Na Muen
18.2-100.8,18.2,100.8,Nan,Na Noi
18.3-100.8,18.3,100.8,Nan,Na Noi
18.4-100.8,18.4,100.8,Nan,Na Noi
18.5-100.8,18.5,100.8,Nan,Wiang Sa
18.6-100.8,18.6,100.8,Nan,Wiang Sa
18.7-100.8,18.7,100.8,Nan,Phu Phiang
18.8-100.8,18.8,100.8,Nan,Phu Phiang
18.9-100.8,18.9,100.8,Nan,Phu Phiang
19.0-100.8,19.0,100.8,Nan,Mueang Nan
19.1-100.8,19.1,100.8,Nan,Tha Wang Pha
19.2-100.8,19.2,100.8,Nan,Pua
19.3-100.8,19.3,100.8,Nan,Chiang Klang
19.4-100.8,19.4,100.8,Nan,Thung Chang
19.5-100.8,19.5,100.8,Nan,Thung Chang
6.3-100.9,6.3,100.9,Yala,Kabang
6.4-100.9,6.4,100.9,Songkhla,Saba Yoi
6.5-100.9,6.5,100.9,Songkhla,Saba Yoi
6.6-100.9,6.6,100.9,Songkhla,Saba Yoi
6.7-100.9,6.7,100.9,Songkhla,Thepha
6.8-100.9,6.8,100.9,Songkhla,Thepha
6.9-100.9,6.9,100.9,Songkhla,Thepha
12.7-100.9,12.7,100.9,Chon Buri,Sattahip
12.9-100.9,12.9,100.9,Chon Buri,Bang Lamung
13.1-100.9,13.1,100.9,Chon Buri,Si Racha
13.3-100.9,13.3,100.9,Chon Buri,Mueang Chon Buri
13.5-100.9,13.5,100.9,Chachoengsao,Bang Pakong
13.6-100.9,13.6,100.9,Samut Prakan,Bang Bo
13.7-100.9,13.7,100.9,Chachoengsao,Mueang Chachoengsao
13.8-100.9,13.8,100.9,Bangkok,Nong Chok
13.9-100.9,13.9,100.9,Bangkok,Nong Chok
14.0-100.9,14.0,100.9,Pathum Thani,Lam Luk Ka
14.1-100.9,14.1,100.9,Pathum Thani,Nong Suea
14.2-100.9,14.2,100.9,Pathum Thani,Nong Suea
14.3-100.9,14.3,100.9,Saraburi,Nong Khae
14.4-100.9,14.4,100.9,Saraburi,Nong Khae
14.5-100.9,14.5,100.9,Saraburi,Mueang Saraburi
14.6-100.9,14.6,100.9,Saraburi,Chaloem Phra Kiat
14.7-100.9,14.7,100.9,Saraburi,Chaloem Phra Kiat
14.8-100.9,14.8,100.9,Lop Buri,Phatthana Nikhom
14.9-100.9,14.9,100.9,Lop Buri,Phatthana Nikhom
15.0-100.9,15.0,100.9,Lop Buri,Khok Samrong
15.1-100.9,15.1,100.9,Lop Buri,Khok Samrong
15.2-100.9,15.2,100.9,Lop Buri,Sa Bot
15.3-100.9,15.3,100.9,Lop Buri,Sa Bot
15.4-100.9,15.4,100.9,Lop Buri,Khok Charoen
15.5-100.9,15.5,100.9,Lop Buri,Khok Charoen
15.6-100.9,15.6,100.9,Phetchabun,Wichian Buri
15.7-100.9,15.7,100.9,Phetchabun,Wichian Buri
15.8-100.9,15.8,100.9,Phetchabun,Bueng Sam Phan
15.9-100.9,15.9,100.9,Phetchabun,Nong Phai
16.0-100.9,16.0,100.9,Phetchabun,Chon Daen
16.1-100.9,16.1,100.9,Phetchabun,Chon Daen
16.2-100.9,16.2,100.9,Phetchabun,Chon Daen
16.3-100.9,16.3,100.9,Phetchabun,Chon Daen
16.4-100.9,16.4,100.9,Phetchabun,Wang Pong
16.5-100.9,16.5,100.9,Phetchabun,Khao Kho
16.6-100.9,16.6,100.9,Phetchabun,Khao Kho
16.7-100.9,16.7,100.9,Phitsanulok,Wang Thong
16.8-100.9,16.8,100.9,Phitsanulok,Wang Thong
16.9-100.9,16.9,100.9,Phitsanulok,Nakhon Thai
17.0-100.9,17.0,100.9,Phitsanulok,Nakhon Thai
17.1-100.9,17.1,100.9,Phitsanulok,Nakhon Thai
17.2-100.9,17.2,100.9,Phitsanulok,Nakhon Thai
17.3-100.9,17.3,100.9,Phitsanulok,Nakhon Thai
17.4-100.9,17.4,100.9,Phitsanulok,Nakhon Thai
17.5-100.9,17.5,100.9,Loei,Na Haeo
17.6-100.9,17.6,100.9,Phitsanulok,Chat Trakan
17.7-100.9,17.7,100.9,Phitsanulok,Chat Trakan
17.8-100.9,17.8,100.9,Uttaradit,Nam Pat
17.9-100.9,17.9,100.9,Uttaradit,Fak Tha
18.0-100.9,18.0,100.9,Uttaradit,Fak Tha
18.1-100.9,18.1,100.9,Uttaradit,Fak Tha
18.2-100.9,18.2,100.9,Nan,Na Noi
18.3-100.9,18.3,100.9,Nan,Na Noi
18.4-100.9,18.4,100.9,Nan,Wiang Sa
18.5-100.9,18.5,100.9,Nan,Wiang Sa
18.6-100.9,18.6,100.9,Nan,Wiang Sa
18.7-100.9,18.7,100.9,Nan,Phu Phiang
18.8-100.9,18.8,100.9,Nan,Phu Phiang
18.9-100.9,18.9,100.9,Nan,Santi Suk
19.0-100.9,19.0,100.9,Nan,Tha Wang Pha
19.1-100.9,19.1,100.9,Nan,Tha Wang Pha
19.2-100.9,19.2,100.9,Nan,Pua
19.3-100.9,19.3,100.9,Nan,Chiang Klang
19.4-100.9,19.4,100.9,Nan,Thung Chang
19.5-100.9,19.5,100.9,Nan,Thung Chang
19.6-100.9,19.6,100.9,Nan,Thung Chang
5.8-101.0,5.8,101.0,Yala,Betong
6.3-101.0,6.3,101.0,Yala,Yaha
6.4-101.0,6.4,101.0,Yala,Kabang
6.5-101.0,6.5,101.0,Songkhla,Saba Yoi
6.6-101.0,6.6,101.0,Songkhla,Saba Yoi
6.7-101.0,6.7,101.0,Songkhla,Thepha
6.8-101.0,6.8,101.0,Songkhla,Thepha
12.7-101.0,12.7,101.0,Rayong,Ban Chang
12.8-101.0,12.8,101.0,Chon Buri,Bang Lamung
12.9-101.0,12.9,101.0,Chon Buri,Bang Lamung
13.0-101.0,13.0,101.0,Chon Buri,Bang Lamung
13.1-101.0,13.1,101.0,Chon Buri,Si Racha
13.2-101.0,13.2,101.0,Chon Buri,Si Racha
13.3-101.0,13.3,101.0,Chon Buri,Mueang Chon Buri
13.4-101.0,13.4,101.0,Chon Buri,Mueang Chon Buri
13.5-101.0,13.5,101.0,Chachoengsao,Bang Pakong
13.6-101.0,13.6,101.0,Chachoengsao,Ban Pho
13.7-101.0,13.7,101.0,Chachoengsao,Mueang Chachoengsao
13.8-101.0,13.8,101.0,Chachoengsao,Bang Nam Priao
13.9-101.0,13.9,101.0,Chachoengsao,Bang Nam Priao
14.0-101.0,14.0,101.0,Nakhon Nayok,Ongkharak
14.1-101.0,14.1,101.0,Nakhon Nayok,Ongkharak
14.2-101.0,14.2,101.0,Nakhon Nayok,Ban Na
14.3-101.0,14.3,101.0,Saraburi,Wihan Daeng
14.4-101.0,14.4,101.0,Saraburi,Wihan Daeng
14.5-101.0,14.5,101.0,Saraburi,Kaeng Khoi
14.6-101.0,14.6,101.0,Saraburi,Kaeng Khoi
14.7-101.0,14.7,101.0,Saraburi,Kaeng Khoi
14.8-101.0,14.8,101.0,Lop Buri,Phatthana Nikhom
14.9-101.0,14.9,101.0,Lop Buri,Phatthana Nikhom
15.0-101.0,15.0,101.0,Lop Buri,Phatthana Nikhom
15.1-101.0,15.1,101.0,Lop Buri,Chai Badan
15.2-101.0,15.2,101.0,Lop Buri,Chai Badan
15.3-101.0,15.3,101.0,Lop Buri,Chai Badan
15.4-101.0,15.4,101.0,Phetchabun,Si Thep
15.5-101.0,15.5,101.0,Phetchabun,Si Thep
15.6-101.0,15.6,101.0,Phetchabun,Wichian Buri
15.7-101.0,15.7,101.0,Phetchabun,Wichian Buri
15.8-101.0,15.8,101.0,Phetchabun,Bueng Sam Phan
15.9-101.0,15.9,101.0,Phetchabun,Bueng Sam Phan
16.0-101.0,16.0,101.0,Phetchabun,Nong Phai
16.1-101.0,16.1,101.0,Phetchabun,Nong Phai
16.2-101.0,16.2,101.0,Phetchabun,Mueang Phetchabun
16.3-101.0,16.3,101.0,Phetchabun,Mueang Phetchabun
16.4-101.0,16.4,101.0,Phetchabun,Mueang Phetchabun
16.5-101.0,16.5,101.0,Phetchabun,Khao Kho
16.6-101.0,16.6,101.0,Phetchabun,Khao Kho
16.7-101.0,16.7,101.0,Phetchabun,Khao Kho
16.8-101.0,16.8,101.0,Phetchabun,Khao Kho
16.9-101.0,16.9,101.0,Phitsanulok,Nakhon Thai
17.0-101.0,17.0,101.0,Phitsanulok,Nakhon Thai
17.1-101.0,17.1,101.0,Phitsanulok,Nakhon Thai
17.2-101.0,17.2,101.0,Phitsanulok,Nakhon Thai
17.3-101.0,17.3,101.0,Phitsanulok,Nakhon Thai
17.4-101.0,17.4,101.0,Loei,Na Haeo
17.5-101.0,17.5,101.0,Loei,Na Haeo
17.7-101.0,17.7,101.0,Phitsanulok,Chat Trakan
17.9-101.0,17.9,101.0,Uttaradit,Ban Khok
18.0-101.0,18.0,101.0,Uttaradit,Ban Khok
18.1-101.0,18.1,101.0,Uttaradit,Fak Tha
18.2-101.0,18.2,101.0,Uttaradit,Ban Khok
18.3-101.0,18.3,101.0,Uttaradit,Ban Khok
18.4-101.0,18.4,101.0,Nan,Wiang Sa
18.5-101.0,18.5,101.0,Nan,Wiang Sa
18.6-101.0,18.6,101.0,Nan,Mae Charim
18.7-101.0,18.7,101.0,Nan,Mae Charim
18.8-101.0,18.8,101.0,Nan,Mae Charim
18.9-101.0,18.9,101.0,Nan,Santi Suk
19.0-101.0,19.0,101.0,Nan,Pua
19.1-101.0,19.1,101.0,Nan,Pua
19.2-101.0,19.2,101.0,Nan,Pua
19.3-101.0,19.3,101.0,Nan,Chiang Klang
19.4-101.0,19.4,101.0,Nan,Thung Chang
19.5-101.0,19.5,101.0,Nan,Thung Chang
19.6-101.0,19.6,101.0,Nan,Chaloem Phra Kiat
5.8-101.1,5.8,101.1,Yala,Betong
5.9-101.1,5.9,101.1,Yala,Betong
6.3-101.1,6.3,101.1,Yala,Yaha
6.4-101.1,6.4,101.1,Yala,Yaha
6.5-101.1,6.5,101.1,Yala,Yaha
6.6-101.1,6.6,101.1,Yala,Yaha
6.7-101.1,6.7,101.1,Pattani,Khok Pho
6.8-101.1,6.8,101.1,Pattani,Nong Chik
12.7-101.1,12.7,101.1,Rayong,Mueang Rayong
12.8-101.1,12.8,101.1,Rayong,Mueang Rayong
12.9-101.1,12.9,101.1,Rayong,Nikhom Phatthana
13.0-101.1,13.0,101.1,Rayong,Pluak Daeng
13.1-101.1,13.1,101.1,Chon Buri,Si Racha
13.2-101.1,13.2,101.1,Chon Buri,Ban Bueng
13.3-101.1,13.3,101.1,Chon Buri,Ban Bueng
13.4-101.1,13.4,101.1,Chon Buri,Phan Thong
13.5-101.1,13.5,101.1,Chon Buri,Phan Thong
13.6-101.1,13.6,101.1,Chachoengsao,Ban Pho
13.7-101.1,13.7,101.1,Chachoengsao,Mueang Chachoengsao
13.8-101.1,13.8,101.1,Chachoengsao,Bang Nam Priao
13.9-101.1,13.9,101.1,Chachoengsao,Bang Nam Priao
14.0-101.1,14.0,101.1,Nakhon Nayok,Ongkharak
14.1-101.1,14.1,101.1,Nakhon Nayok,Ongkharak
14.2-101.1,14.2,101.1,Nakhon Nayok,Ban Na
14.3-101.1,14.3,101.1,Nakhon Nayok,Ban Na
14.4-101.1,14.4,101.1,Saraburi,Kaeng Khoi
14.5-101.1,14.5,101.1,Saraburi,Kaeng Khoi
14.6-101.1,14.6,101.1,Saraburi,Kaeng Khoi
14.7-101.1,14.7,101.1,Saraburi,Muak Lek
14.8-101.1,14.8,101.1,Saraburi,Wang Muang
14.9-101.1,14.9,101.1,Saraburi,Wang Muang
15.0-101.1,15.0,101.1,Lop Buri,Tha Luang
15.1-101.1,15.1,101.1,Lop Buri,Tha Luang
15.2-101.1,15.2,101.1,Lop Buri,Chai Badan
15.3-101.1,15.3,101.1,Lop Buri,Chai Badan
15.4-101.1,15.4,101.1,Phetchabun,Si Thep
15.5-101.1,15.5,101.1,Phetchabun,Si Thep
15.6-101.1,15.6,101.1,Phetchabun,Wichian Buri
15.7-101.1,15.7,101.1,Phetchabun,Wichian Buri
15.8-101.1,15.8,101.1,Phetchabun,Wichian Buri
15.9-101.1,15.9,101.1,Phetchabun,Nong Phai
16.0-101.1,16.0,101.1,Phetchabun,Nong Phai
16.1-101.1,16.1,101.1,Phetchabun,Nong Phai
16.2-101.1,16.2,101.1,Phetchabun,Mueang Phetchabun
16.3-101.1,16.3,101.1,Phetchabun,Mueang Phetchabun
16.4-101.1,16.4,101.1,Phetchabun,Mueang Phetchabun
16.5-101.1,16.5,101.1,Phetchabun,Mueang Phetchabun
16.6-101.1,16.6,101.1,Phetchabun,Mueang Phetchabun
16.7-101.1,16.7,101.1,Phetchabun,Lom Sak
16.8-101.1,16.8,101.1,Phetchabun,Lom Sak
16.9-101.1,16.9,101.1,Phetchabun,Lom Kao
17.0-101.1,17.0,101.1,Loei,Dan Sai
17.1-101.1,17.1,101.1,Loei,Dan Sai
17.2-101.1,17.2,101.1,Loei,Dan Sai
17.3-101.1,17.3,101.1,Loei,Na Haeo
17.4-101.1,17.4,101.1,Loei,Na Haeo
18.0-101.1,18.0,101.1,Uttaradit,Ban Khok
18.1-101.1,18.1,101.1,Uttaradit,Ban Khok
18.2-101.1,18.2,101.1,Uttaradit,Ban Khok
18.3-101.1,18.3,101.1,Uttaradit,Ban Khok
18.6-101.1,18.6,101.1,Nan,Mae Charim
18.7-101.1,18.7,101.1,Nan,Mae Charim
18.8-101.1,18.8,101.1,Nan,Mae Charim
18.9-101.1,18.9,101.1,Nan,Santi Suk
19.0-101.1,19.0,101.1,Nan,Bo Kluea
19.1-101.1,19.1,101.1,Nan,Bo Kluea
19.2-101.1,19.2,101.1,Nan,Pua
19.3-101.1,19.3,101.1,Nan,Pua
19.4-101.1,19.4,101.1,Nan,Chaloem Phra Kiat
19.5-101.1,19.5,101.1,Nan,Chaloem Phra Kiat
5.8-101.2,5.8,101.2,Yala,Betong
5.9-101.2,5.9,101.2,Yala,Betong
6.0-101.2,6.0,101.2,Yala,Than To
6.1-101.2,6.1,101.2,Yala,Than To
6.2-101.2,6.2,101.2,Yala,Than To
6.3-101.2,6.3,101.2,Yala,Bannang Sata
6.4-101.2,6.4,101.2,Yala,Yaha
6.5-101.2,6.5,101.2,Yala,Mueang Yala
6.6-101.2,6.6,101.2,Pattani,Khok Pho
6.7-101.2,6.7,101.2,Pattani,Mae Lan
6.8-101.2,6.8,101.2,Pattani,Nong Chik
12.7-101.2,12.7,101.2,Rayong,Mueang Rayong
12.8-101.2,12.8,101.2,Rayong,Nikhom Phatthana
12.9-101.2,12.9,101.2,Rayong,Pluak Daeng
13.0-101.2,13.0,101.2,Rayong,Pluak Daeng
13.1-101.2,13.1,101.2,Chon Buri,Si Racha
13.2-101.2,13.2,101.2,Chon Buri,Ban Bueng
13.3-101.2,13.3,101.2,Chon Buri,Ban Bueng
13.4-101.2,13.4,101.2,Chon Buri,Phanat Nikhom
13.5-101.2,13.5,101.2,Chon Buri,Phanat Nikhom
13.6-101.2,13.6,101.2,Chachoengsao,Ban Pho
13.7-101.2,13.7,101.2,Chachoengsao,Bang Khla
13.8-101.2,13.8,101.2,Chachoengsao,Bang Khla
13.9-101.2,13.9,101.2,Prachin Buri,Ban Sang
14.0-101.2,14.0,101.2,Prachin Buri,Ban Sang
14.1-101.2,14.1,101.2,Nakhon Nayok,Pak Phli
14.2-101.2,14.2,101.2,Nakhon Nayok,Mueang Nakhon Nayok
14.3-101.2,14.3,101.2,Nakhon Nayok,Mueang Nakhon Nayok
14.4-101.2,14.4,101.2,Saraburi,Kaeng Khoi
14.5-101.2,14.5,101.2,Saraburi,Muak Lek
14.6-101.2,14.6,101.2,Saraburi,Muak Lek
14.7-101.2,14.7,101.2,Nakhon Ratchasima,Pak Chong
14.8-101.2,14.8,101.2,Saraburi,Muak Lek
14.9-101.2,14.9,101.2,Saraburi,Wang Muang
15.0-101.2,15.0,101.2,Lop Buri,Tha Luang
15.1-101.2,15.1,101.2,Lop Buri,Tha Luang
15.2-101.2,15.2,101.2,Lop Buri,Chai Badan
15.3-101.2,15.3,101.2,Lop Buri,Chai Badan
15.4-101.2,15.4,101.2,Phetchabun,Si Thep
15.5-101.2,15.5,101.2,Phetchabun,Si Thep
15.6-101.2,15.6,101.2,Phetchabun,Wichian Buri
15.7-101.2,15.7,101.2,Phetchabun,Wichian Buri
15.8-101.2,15.8,101.2,Phetchabun,Wichian Buri
15.9-101.2,15.9,101.2,Phetchabun,Nong Phai
16.0-101.2,16.0,101.2,Phetchabun,Nong Phai
16.1-101.2,16.1,101.2,Phetchabun,Nong Phai
16.2-101.2,16.2,101.2,Phetchabun,Mueang Phetchabun
16.3-101.2,16.3,101.2,Phetchabun,Mueang Phetchabun
16.4-101.2,16.4,101.2,Phetchabun,Mueang Phetchabun
16.5-101.2,16.5,101.2,Phetchabun,Mueang Phetchabun
16.6-101.2,16.6,101.2,Phetchabun,Lom Sak
16.7-101.2,16.7,101.2,Phetchabun,Lom Sak
16.8-101.2,16.8,101.2,Phetchabun,Lom Sak
16.9-101.2,16.9,101.2,Phetchabun,Lom Kao
17.0-101.2,17.0,101.2,Phetchabun,Lom Kao
17.1-101.2,17.1,101.2,Loei,Dan Sai
17.2-101.2,17.2,101.2,Loei,Dan Sai
17.3-101.2,17.3,101.2,Loei,Dan Sai
17.4-101.2,17.4,101.2,Loei,Dan Sai
17.5-101.2,17.5,101.2,Loei,Dan Sai
18.7-101.2,18.7,101.2,Nan,Mae Charim
18.8-101.2,18.8,101.2,Nan,Mae Charim
18.9-101.2,18.9,101.2,Nan,Bo Kluea
19.0-101.2,19.0,101.2,Nan,Bo Kluea
19.1-101.2,19.1,101.2,Nan,Bo Kluea
19.2-101.2,19.2,101.2,Nan,Bo Kluea
19.3-101.2,19.3,101.2,Nan,Bo Kluea
19.5-101.2,19.5,101.2,Nan,Chaloem Phra Kiat
5.9-101.3,5.9,101.3,Yala,Betong
6.0-101.3,6.0,101.3,Yala,Than To
6.1-101.3,6.1,101.3,Yala,Than To
6.2-101.3,6.2,101.3,Yala,Bannang Sata
6.3-101.3,6.3,101.3,Yala,Krong Pinang
6.4-101.3,6.4,101.3,Yala,Krong Pinang
6.5-101.3,6.5,101.3,Yala,Mueang Yala
6.6-101.3,6.6,101.3,Pattani,Yarang
6.7-101.3,6.7,101.3,Pattani,Yarang
6.8-101.3,6.8,101.3,Pattani,Yarang
12.7-101.3,12.7,101.3,Rayong,Mueang Rayong
12.8-101.3,12.8,101.3,Rayong,Ban Khai
12.9-101.3,12.9,101.3,Rayong,Ban Khai
13.0-101.3,13.0,101.3,Rayong,Pluak Daeng
13.1-101.3,13.1,101.3,Chon Buri,Nong Yai
13.2-101.3,13.2,101.3,Chon Buri,Ban Bueng
13.3-101.3,13.3,101.3,Chon Buri,Bo Thong
13.4-101.3,13.4,101.3,Chon Buri,Ko Chan
13.5-101.3,13.5,101.3,Chon Buri,Phanat Nikhom
13.6-101.3,13.6,101.3,Chachoengsao,Plaeng Yao
13.7-101.3,13.7,101.3,Chachoengsao,Phanom Sarakham
13.8-101.3,13.8,101.3,Chachoengsao,Ratchasan
13.9-101.3,13.9,101.3,Prachin Buri,Ban Sang
14.0-101.3,14.0,101.3,Prachin Buri,Ban Sang
14.1-101.3,14.1,101.3,Nakhon Nayok,Pak Phli
14.2-101.3,14.2,101.3,Nakhon Nayok,Pak Phli
14.3-101.3,14.3,101.3,Nakhon Nayok,Mueang Nakhon Nayok
14.4-101.3,14.4,101.3,Nakhon Nayok,Mueang Nakhon Nayok
14.5-101.3,14.5,101.3,Nakhon Ratchasima,Pak Chong
14.6-101.3,14.6,101.3,Nakhon Ratchasima,Pak Chong
14.7-101.3,14.7,101.3,Nakhon Ratchasima,Pak Chong
14.8-101.3,14.8,101.3,Saraburi,Muak Lek
14.9-101.3,14.9,101.3,Saraburi,Muak Lek
15.0-101.3,15.0,101.3,Lop Buri,Tha Luang
15.1-101.3,15.1,101.3,Lop Buri,Chai Badan
15.2-101.3,15.2,101.3,Lop Buri,Chai Badan
15.3-101.3,15.3,101.3,Lop Buri,Lam Sonthi
15.4-101.3,15.4,101.3,Phetchabun,Si Thep
15.5-101.3,15.5,101.3,Phetchabun,Si Thep
15.6-101.3,15.6,101.3,Phetchabun,Wichian Buri
15.7-101.3,15.7,101.3,Phetchabun,Wichian Buri
15.8-101.3,15.8,101.3,Phetchabun,Wichian Buri
15.9-101.3,15.9,101.3,Phetchabun,Bueng Sam Phan
16.0-101.3,16.0,101.3,Phetchabun,Nong Phai
16.1-101.3,16.1,101.3,Phetchabun,Nong Phai
16.2-101.3,16.2,101.3,Phetchabun,Mueang Phetchabun
16.3-101.3,16.3,101.3,Phetchabun,Mueang Phetchabun
16.4-101.3,16.4,101.3,Phetchabun,Mueang Phetchabun
16.5-101.3,16.5,101.3,Phetchabun,Mueang Phetchabun
16.6-101.3,16.6,101.3,Phetchabun,Lom Sak
16.7-101.3,16.7,101.3,Phetchabun,Lom Sak
16.8-101.3,16.8,101.3,Phetchabun,Lom Sak
16.9-101.3,16.9,101.3,Phetchabun,Lom Sak
17.0-101.3,17.0,101.3,Phetchabun,Lom Kao
17.1-101.3,17.1,101.3,Phetchabun,Lom Kao
17.2-101.3,17.2,101.3,Loei,Dan Sai
17.3-101.3,17.3,101.3,Loei,Dan Sai
17.4-101.3,17.4,101.3,Loei,Phu Ruea
17.5-101.3,17.5,101.3,Loei,Phu Ruea
17.6-101.3,17.6,101.3,Loei,Tha Li
19.0-101.3,19.0,101.3,Nan,Bo Kluea
5.9-101.4,5.9,101.4,Yala,Betong
6.0-101.4,6.0,101.4,Yala,Betong
6.1-101.4,6.1,101.4,Yala,Than To
6.2-101.4,6.2,101.4,Narathiwat,Si Sakhon
6.3-101.4,6.3,101.4,Narathiwat,Rueso
6.4-101.4,6.4,101.4,Yala,Raman
6.5-101.4,6.5,101.4,Yala,Raman
6.6-101.4,6.6,101.4,Pattani,Thung Yang Daeng
6.7-101.4,6.7,101.4,Pattani,Mayo
6.8-101.4,6.8,101.4,Pattani,Yaring
12.7-101.4,12.7,101.4,Rayong,Mueang Rayong
12.8-101.4,12.8,101.4,Rayong,Ban Khai
12.9-101.4,12.9,101.4,Rayong,Ban Khai
13.0-101.4,13.0,101.4,Rayong,Pluak Daeng
13.1-101.4,13.1,101.4,Chon Buri,Nong Yai
13.2-101.4,13.2,101.4,Chon Buri,Bo Thong
13.3-101.4,13.3,101.4,Chon Buri,Bo Thong
13.4-101.4,13.4,101.4,Chon Buri,Ko Chan
13.5-101.4,13.5,101.4,Chachoengsao,Plaeng Yao
13.6-101.4,13.6,101.4,Chachoengsao,Sanam Chai Khet
13.7-101.4,13.7,101.4,Chachoengsao,Phanom Sarakham
13.8-101.4,13.8,101.4,Chachoengsao,Phanom Sarakham
13.9-101.4,13.9,101.4,Prachin Buri,Si Mahosot
14.0-101.4,14.0,101.4,Prachin Buri,Mueang Prachin Buri
14.1-101.4,14.1,101.4,Prachin Buri,Mueang Prachin Buri
14.2-101.4,14.2,101.4,Prachin Buri,Mueang Prachin Buri
14.3-101.4,14.3,101.4,Nakhon Nayok,Pak Phli
14.4-101.4,14.4,101.4,Nakhon Nayok,Mueang Nakhon Nayok
14.5-101.4,14.5,101.4,Nakhon Ratchasima,Pak Chong
14.6-101.4,14.6,101.4,Nakhon Ratchasima,Pak Chong
14.7-101.4,14.7,101.4,Nakhon Ratchasima,Pak Chong
